{'algo': 'ppo', 'env': 'MiniGrid-WallGapS6-v0', 'model': 'wallgap-doorkey-redblue-crossing', 'early_stop': False, 'seed': 123456, 'log_interval': 1, 'save_interval': 10, 'procs': 16, 'frames': 1000000, 'epochs': 4, 'batch_size': 256, 'frames_per_proc': 128, 'discount': 0.99, 'lr': 0.0007, 'gae_lambda': 0.99, 'entropy_coef': 0.01, 'value_loss_coef': 0.5, 'max_grad_norm': 0.5, 'optim_eps': 1e-08, 'optim_alpha': 0.99, 'clip_eps': 0.2, 'recurrence': 32, 'text': False, 'use_rim': True, 'meta_learn': True, 'reshape_reward': False, 'date': datetime.date(2023, 11, 17), 'mem': True, 'num_units': 6, 'k': 4, 'input_heads': 1, 'lr_alpha': 0.0007, 'lr_beta': 0.0007, 'inner_recurrence': 8, 'outer_recurrence': 32, 'num_tasks': 2, 'inner_params': ['image_conv', 'i2h', 'h2h', 'actor'], 'outer_params': ['query', 'key', 'value', 'comm', 'critic']}

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (memory_rnn): RIMCell(
    (key): Linear(in_features=64, out_features=64, bias=True)
    (value): Linear(in_features=64, out_features=64, bias=True)
    (rnn): GroupLSTMCell(
      (i2h): GroupLinearLayer()
      (h2h): GroupLinearLayer()
    )
    (query): GroupLinearLayer()
    (query_): GroupLinearLayer()
    (key_): GroupLinearLayer()
    (value_): GroupLinearLayer()
    (comm_attention_output): GroupLinearLayer()
    (comm_dropout): Dropout(p=0.1, inplace=False)
    (input_dropout): Dropout(p=0.1, inplace=False)
  )
  (actor): Sequential(
    (0): Linear(in_features=60, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=60, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 004096 | FPS 0410 | D 15 | rR:μσmM 0.03 0.10 0.00 0.48 | F:μσmM 144.6 25.8 83.0 272.0 | H 1.942 | V 0.020 | pL -0.005 | vL 0.003 | ∇ 0.021
U 13 | F 053248 | FPS 0436 | D 129 | rR:μσmM 0.21 0.32 0.00 0.98 | F:μσmM 119.4 50.9 4.0 278.0 | H 1.892 | V 0.168 | pL 0.028 | vL 0.011 | ∇ 0.065
U 14 | F 057344 | FPS 0428 | D 139 | rR:μσmM 0.33 0.34 0.00 0.98 | F:μσmM 102.0 50.1 3.0 202.0 | H 1.892 | V 0.175 | pL -0.017 | vL 0.021 | ∇ 0.063
U 15 | F 061440 | FPS 0423 | D 149 | rR:μσmM 0.36 0.33 0.00 0.97 | F:μσmM 96.4 45.8 5.0 144.0 | H 1.870 | V 0.152 | pL -0.011 | vL 0.022 | ∇ 0.064
U 16 | F 065536 | FPS 0431 | D 158 | rR:μσmM 0.53 0.36 0.00 0.97 | F:μσmM 72.2 53.2 5.0 178.0 | H 1.868 | V 0.188 | pL 0.022 | vL 0.018 | ∇ 0.084
U 17 | F 069632 | FPS 0429 | D 168 | rR:μσmM 0.54 0.36 0.00 0.98 | F:μσmM 71.4 52.9 4.0 174.0 | H 1.839 | V 0.277 | pL -0.008 | vL 0.026 | ∇ 0.105
U 18 | F 073728 | FPS 0427 | D 177 | rR:μσmM 0.56 0.35 0.00 0.97 | F:μσmM 66.9 51.2 5.0 144.0 | H 1.820 | V 0.307 | pL 0.033 | vL 0.024 | ∇ 0.091
U 19 | F 077824 | FPS 0429 | D 187 | rR:μσmM 0.65 0.31 0.00 0.99 | F:μσmM 54.2 46.0 2.0 144.0 | H 1.811 | V 0.263 | pL 0.056 | vL 0.018 | ∇ 0.102
U 20 | F 081920 | FPS 0430 | D 196 | rR:μσmM 0.71 0.24 0.00 0.98 | F:μσmM 45.8 36.5 4.0 144.0 | H 1.706 | V 0.447 | pL 0.014 | vL 0.027 | ∇ 0.144
Status saved
U 21 | F 086016 | FPS 0428 | D 206 | rR:μσmM 0.79 0.17 0.00 0.97 | F:μσmM 33.8 26.6 5.0 144.0 | H 1.626 | V 0.624 | pL -0.044 | vL 0.022 | ∇ 0.104
U 22 | F 090112 | FPS 0430 | D 215 | rR:μσmM 0.81 0.14 0.32 0.98 | F:μσmM 30.9 21.6 3.0 109.0 | H 1.641 | V 0.576 | pL 0.082 | vL 0.017 | ∇ 0.143
U 23 | F 094208 | FPS 0436 | D 225 | rR:μσmM 0.83 0.12 0.42 0.98 | F:μσmM 26.6 19.0 3.0 93.0 | H 1.580 | V 0.636 | pL -0.015 | vL 0.020 | ∇ 0.211
U 24 | F 098304 | FPS 0423 | D 234 | rR:μσmM 0.87 0.09 0.51 0.99 | F:μσmM 20.3 14.5 2.0 78.0 | H 1.482 | V 0.713 | pL -0.051 | vL 0.014 | ∇ 0.109
U 25 | F 102400 | FPS 0430 | D 244 | rR:μσmM 0.87 0.08 0.41 0.98 | F:μσmM 21.4 13.0 3.0 95.0 | H 1.474 | V 0.741 | pL 0.004 | vL 0.012 | ∇ 0.102
U 26 | F 106496 | FPS 0427 | D 254 | rR:μσmM 0.88 0.07 0.46 0.98 | F:μσmM 19.3 10.9 4.0 87.0 | H 1.394 | V 0.751 | pL 0.021 | vL 0.011 | ∇ 0.100
U 27 | F 110592 | FPS 0427 | D 263 | rR:μσmM 0.88 0.06 0.54 0.98 | F:μσmM 18.8 10.2 3.0 73.0 | H 1.363 | V 0.770 | pL 0.007 | vL 0.013 | ∇ 0.193
U 28 | F 114688 | FPS 0428 | D 273 | rR:μσmM 0.89 0.06 0.39 0.98 | F:μσmM 17.8 10.0 3.0 97.0 | H 1.392 | V 0.779 | pL 0.009 | vL 0.013 | ∇ 0.105
U 29 | F 118784 | FPS 0432 | D 282 | rR:μσmM 0.89 0.07 0.32 0.99 | F:μσmM 18.2 11.3 2.0 109.0 | H 1.414 | V 0.767 | pL 0.034 | vL 0.009 | ∇ 0.120
U 30 | F 122880 | FPS 0430 | D 292 | rR:μσmM 0.88 0.06 0.59 0.98 | F:μσmM 19.3 10.4 3.0 65.0 | H 1.429 | V 0.770 | pL 0.020 | vL 0.009 | ∇ 0.181
Status saved
U 31 | F 126976 | FPS 0426 | D 301 | rR:μσmM 0.90 0.04 0.73 0.98 | F:μσmM 15.8 6.5 3.0 43.0 | H 1.338 | V 0.810 | pL -0.022 | vL 0.008 | ∇ 0.249
U 32 | F 131072 | FPS 0427 | D 311 | rR:μσmM 0.91 0.04 0.77 0.99 | F:μσmM 14.5 5.7 2.0 37.0 | H 1.327 | V 0.827 | pL -0.016 | vL 0.003 | ∇ 0.056
U 33 | F 135168 | FPS 0431 | D 321 | rR:μσmM 0.89 0.06 0.66 0.98 | F:μσmM 17.8 9.7 4.0 55.0 | H 1.395 | V 0.810 | pL 0.005 | vL 0.004 | ∇ 0.078
U 34 | F 139264 | FPS 0431 | D 330 | rR:μσmM 0.91 0.04 0.61 0.98 | F:μσmM 15.2 6.7 4.0 63.0 | H 1.307 | V 0.813 | pL -0.008 | vL 0.005 | ∇ 0.133
U 35 | F 143360 | FPS 0434 | D 339 | rR:μσmM 0.89 0.05 0.64 0.99 | F:μσmM 16.9 7.9 2.0 57.0 | H 1.356 | V 0.791 | pL 0.037 | vL 0.006 | ∇ 0.165
U 36 | F 147456 | FPS 0426 | D 349 | rR:μσmM 0.90 0.05 0.62 0.99 | F:μσmM 16.3 7.6 2.0 61.0 | H 1.298 | V 0.794 | pL 0.008 | vL 0.007 | ∇ 0.131
U 37 | F 151552 | FPS 0427 | D 359 | rR:μσmM 0.91 0.03 0.74 0.98 | F:μσmM 14.2 5.4 4.0 41.0 | H 1.235 | V 0.844 | pL -0.009 | vL 0.002 | ∇ 0.057
U 38 | F 155648 | FPS 0429 | D 368 | rR:μσmM 0.91 0.05 0.64 0.98 | F:μσmM 15.0 7.7 3.0 57.0 | H 1.318 | V 0.836 | pL 0.010 | vL 0.002 | ∇ 0.036
U 39 | F 159744 | FPS 0434 | D 378 | rR:μσmM 0.86 0.09 0.15 0.98 | F:μσmM 22.1 14.5 3.0 136.0 | H 1.446 | V 0.783 | pL 0.034 | vL 0.005 | ∇ 0.056
U 40 | F 163840 | FPS 0430 | D 387 | rR:μσmM 0.89 0.05 0.59 0.98 | F:μσmM 17.1 7.9 4.0 65.0 | H 1.345 | V 0.796 | pL -0.030 | vL 0.005 | ∇ 0.080
Status saved
U 41 | F 167936 | FPS 0428 | D 397 | rR:μσmM 0.91 0.03 0.79 0.99 | F:μσmM 14.0 5.2 2.0 34.0 | H 1.219 | V 0.842 | pL -0.015 | vL 0.002 | ∇ 0.033
U 42 | F 172032 | FPS 0432 | D 406 | rR:μσmM 0.91 0.03 0.80 0.99 | F:μσmM 14.1 5.4 2.0 32.0 | H 1.304 | V 0.843 | pL 0.000 | vL 0.002 | ∇ 0.046
U 43 | F 176128 | FPS 0431 | D 416 | rR:μσmM 0.91 0.04 0.65 0.99 | F:μσmM 14.6 6.6 2.0 56.0 | H 1.287 | V 0.831 | pL 0.007 | vL 0.004 | ∇ 0.091
U 44 | F 180224 | FPS 0430 | D 425 | rR:μσmM 0.92 0.03 0.82 0.98 | F:μσmM 13.2 5.1 3.0 29.0 | H 1.201 | V 0.847 | pL -0.010 | vL 0.002 | ∇ 0.038
U 45 | F 184320 | FPS 0428 | D 435 | rR:μσmM 0.91 0.04 0.79 0.98 | F:μσmM 14.4 5.8 3.0 33.0 | H 1.374 | V 0.836 | pL 0.007 | vL 0.002 | ∇ 0.060
U 46 | F 188416 | FPS 0428 | D 444 | rR:μσmM 0.88 0.06 0.63 0.98 | F:μσmM 19.6 9.9 3.0 59.0 | H 1.423 | V 0.746 | pL 0.057 | vL 0.007 | ∇ 0.122
U 47 | F 192512 | FPS 0431 | D 454 | rR:μσmM 0.91 0.03 0.80 0.99 | F:μσmM 14.9 5.2 2.0 32.0 | H 1.312 | V 0.827 | pL -0.015 | vL 0.002 | ∇ 0.029
U 48 | F 196608 | FPS 0431 | D 463 | rR:μσmM 0.89 0.04 0.61 0.98 | F:μσmM 16.8 7.1 3.0 63.0 | H 1.432 | V 0.816 | pL 0.034 | vL 0.004 | ∇ 0.090
U 49 | F 200704 | FPS 0430 | D 473 | rR:μσmM 0.90 0.04 0.71 0.98 | F:μσmM 15.9 7.1 3.0 47.0 | H 1.394 | V 0.787 | pL 0.012 | vL 0.004 | ∇ 0.085
U 50 | F 204800 | FPS 0429 | D 483 | rR:μσmM 0.91 0.04 0.77 0.99 | F:μσmM 14.3 6.1 2.0 37.0 | H 1.289 | V 0.837 | pL -0.012 | vL 0.002 | ∇ 0.043
Status saved
U 51 | F 208896 | FPS 0430 | D 492 | rR:μσmM 0.90 0.04 0.68 0.99 | F:μσmM 15.8 6.8 2.0 51.0 | H 1.392 | V 0.816 | pL 0.008 | vL 0.004 | ∇ 0.118
U 52 | F 212992 | FPS 0432 | D 502 | rR:μσmM 0.90 0.04 0.74 0.98 | F:μσmM 15.3 6.5 3.0 41.0 | H 1.351 | V 0.822 | pL -0.001 | vL 0.003 | ∇ 0.107
U 53 | F 217088 | FPS 0428 | D 511 | rR:μσmM 0.90 0.04 0.71 0.98 | F:μσmM 15.5 6.7 3.0 46.0 | H 1.352 | V 0.818 | pL 0.001 | vL 0.003 | ∇ 0.056
U 54 | F 221184 | FPS 0429 | D 521 | rR:μσmM 0.91 0.04 0.77 0.98 | F:μσmM 13.6 5.7 3.0 36.0 | H 1.237 | V 0.837 | pL -0.005 | vL 0.003 | ∇ 0.026
U 55 | F 225280 | FPS 0431 | D 530 | rR:μσmM 0.90 0.04 0.68 0.98 | F:μσmM 15.5 6.8 3.0 52.0 | H 1.346 | V 0.820 | pL 0.026 | vL 0.005 | ∇ 0.136
U 56 | F 229376 | FPS 0426 | D 540 | rR:μσmM 0.91 0.04 0.71 0.98 | F:μσmM 15.0 6.0 4.0 46.0 | H 1.317 | V 0.818 | pL -0.014 | vL 0.003 | ∇ 0.040
U 57 | F 233472 | FPS 0426 | D 549 | rR:μσmM 0.91 0.04 0.76 0.98 | F:μσmM 14.5 6.4 3.0 39.0 | H 1.339 | V 0.820 | pL 0.014 | vL 0.003 | ∇ 0.115
U 58 | F 237568 | FPS 0431 | D 559 | rR:μσmM 0.91 0.04 0.75 0.98 | F:μσmM 14.5 5.9 4.0 40.0 | H 1.313 | V 0.829 | pL -0.005 | vL 0.003 | ∇ 0.076
U 59 | F 241664 | FPS 0432 | D 568 | rR:μσmM 0.90 0.04 0.71 0.98 | F:μσmM 15.4 6.8 3.0 46.0 | H 1.334 | V 0.825 | pL 0.017 | vL 0.003 | ∇ 0.066
U 60 | F 245760 | FPS 0430 | D 578 | rR:μσmM 0.91 0.04 0.70 0.99 | F:μσmM 14.6 6.4 2.0 48.0 | H 1.279 | V 0.830 | pL -0.002 | vL 0.004 | ∇ 0.075
Status saved
U 61 | F 249856 | FPS 0424 | D 588 | rR:μσmM 0.91 0.03 0.77 0.98 | F:μσmM 14.0 5.6 3.0 36.0 | H 1.283 | V 0.842 | pL -0.006 | vL 0.002 | ∇ 0.044
U 62 | F 253952 | FPS 0407 | D 598 | rR:μσmM 0.91 0.03 0.81 0.98 | F:μσmM 13.6 4.7 3.0 30.0 | H 1.313 | V 0.837 | pL -0.005 | vL 0.002 | ∇ 0.063
U 63 | F 258048 | FPS 0429 | D 607 | rR:μσmM 0.90 0.04 0.73 0.98 | F:μσmM 15.6 6.9 3.0 44.0 | H 1.356 | V 0.814 | pL 0.016 | vL 0.004 | ∇ 0.055
U 64 | F 262144 | FPS 0433 | D 617 | rR:μσmM 0.91 0.04 0.71 0.98 | F:μσmM 14.9 6.9 4.0 46.0 | H 1.265 | V 0.820 | pL -0.011 | vL 0.004 | ∇ 0.083
U 65 | F 266240 | FPS 0428 | D 626 | rR:μσmM 0.92 0.03 0.81 0.98 | F:μσmM 13.4 4.7 4.0 31.0 | H 1.129 | V 0.841 | pL -0.021 | vL 0.002 | ∇ 0.045
U 66 | F 270336 | FPS 0431 | D 636 | rR:μσmM 0.91 0.04 0.74 0.98 | F:μσmM 14.3 6.3 3.0 41.0 | H 1.339 | V 0.841 | pL 0.014 | vL 0.002 | ∇ 0.085
U 67 | F 274432 | FPS 0433 | D 645 | rR:μσmM 0.90 0.04 0.73 0.98 | F:μσmM 15.9 6.9 3.0 43.0 | H 1.378 | V 0.804 | pL 0.023 | vL 0.004 | ∇ 0.075
U 68 | F 278528 | FPS 0427 | D 655 | rR:μσmM 0.91 0.03 0.81 0.98 | F:μσmM 13.9 5.4 3.0 31.0 | H 1.298 | V 0.834 | pL -0.012 | vL 0.002 | ∇ 0.052
U 69 | F 282624 | FPS 0425 | D 665 | rR:μσmM 0.91 0.04 0.72 0.98 | F:μσmM 14.2 6.0 3.0 45.0 | H 1.293 | V 0.824 | pL 0.001 | vL 0.003 | ∇ 0.098
U 70 | F 286720 | FPS 0460 | D 673 | rR:μσmM 0.91 0.03 0.81 0.98 | F:μσmM 13.6 5.1 3.0 30.0 | H 1.204 | V 0.833 | pL -0.006 | vL 0.002 | ∇ 0.036
Status saved
U 71 | F 290816 | FPS 0460 | D 682 | rR:μσmM 0.91 0.03 0.79 0.99 | F:μσmM 14.1 5.5 2.0 34.0 | H 1.309 | V 0.840 | pL 0.008 | vL 0.002 | ∇ 0.064
U 72 | F 294912 | FPS 0463 | D 691 | rR:μσmM 0.89 0.06 0.59 0.99 | F:μσmM 18.4 9.2 2.0 66.0 | H 1.440 | V 0.797 | pL 0.036 | vL 0.004 | ∇ 0.069
U 73 | F 299008 | FPS 0460 | D 700 | rR:μσmM 0.91 0.04 0.68 0.99 | F:μσmM 15.1 6.6 2.0 52.0 | H 1.321 | V 0.822 | pL -0.019 | vL 0.002 | ∇ 0.049
U 74 | F 303104 | FPS 0459 | D 709 | rR:μσmM 0.91 0.04 0.76 0.99 | F:μσmM 13.7 5.7 2.0 38.0 | H 1.229 | V 0.836 | pL -0.023 | vL 0.002 | ∇ 0.066
U 75 | F 307200 | FPS 0461 | D 718 | rR:μσmM 0.92 0.04 0.71 0.99 | F:μσmM 13.3 5.8 2.0 47.0 | H 1.267 | V 0.858 | pL -0.004 | vL 0.002 | ∇ 0.057
U 76 | F 311296 | FPS 0463 | D 727 | rR:μσmM 0.90 0.04 0.62 0.98 | F:μσmM 15.6 7.0 3.0 60.0 | H 1.351 | V 0.826 | pL 0.011 | vL 0.003 | ∇ 0.052
U 77 | F 315392 | FPS 0461 | D 736 | rR:μσmM 0.91 0.04 0.61 0.98 | F:μσmM 14.1 6.1 3.0 63.0 | H 1.257 | V 0.833 | pL 0.007 | vL 0.004 | ∇ 0.068
U 78 | F 319488 | FPS 0461 | D 745 | rR:μσmM 0.90 0.04 0.68 0.99 | F:μσmM 15.2 6.4 2.0 51.0 | H 1.361 | V 0.816 | pL 0.014 | vL 0.003 | ∇ 0.057
U 79 | F 323584 | FPS 0463 | D 753 | rR:μσmM 0.91 0.03 0.78 0.98 | F:μσmM 13.8 5.4 4.0 35.0 | H 1.272 | V 0.831 | pL -0.015 | vL 0.002 | ∇ 0.022
U 80 | F 327680 | FPS 0464 | D 762 | rR:μσmM 0.90 0.04 0.79 0.98 | F:μσmM 15.8 5.8 3.0 33.0 | H 1.384 | V 0.823 | pL 0.015 | vL 0.002 | ∇ 0.023
Status saved
U 81 | F 331776 | FPS 0462 | D 771 | rR:μσmM 0.91 0.04 0.79 0.99 | F:μσmM 14.4 6.2 2.0 34.0 | H 1.320 | V 0.816 | pL -0.006 | vL 0.003 | ∇ 0.057
U 82 | F 335872 | FPS 0463 | D 780 | rR:μσmM 0.91 0.04 0.76 0.99 | F:μσmM 14.8 6.0 2.0 39.0 | H 1.275 | V 0.828 | pL -0.001 | vL 0.002 | ∇ 0.041
U 83 | F 339968 | FPS 0460 | D 789 | rR:μσmM 0.91 0.04 0.60 0.98 | F:μσmM 14.6 6.7 3.0 64.0 | H 1.287 | V 0.845 | pL -0.001 | vL 0.002 | ∇ 0.035
U 84 | F 344064 | FPS 0459 | D 798 | rR:μσmM 0.90 0.05 0.60 0.98 | F:μσmM 15.3 7.5 3.0 64.0 | H 1.329 | V 0.798 | pL 0.018 | vL 0.005 | ∇ 0.108
U 85 | F 348160 | FPS 0459 | D 807 | rR:μσmM 0.92 0.03 0.74 0.99 | F:μσmM 13.0 5.6 2.0 42.0 | H 1.227 | V 0.838 | pL -0.022 | vL 0.002 | ∇ 0.056
U 86 | F 352256 | FPS 0460 | D 816 | rR:μσmM 0.91 0.03 0.79 0.98 | F:μσmM 13.7 5.2 3.0 33.0 | H 1.265 | V 0.845 | pL 0.007 | vL 0.002 | ∇ 0.055
U 87 | F 356352 | FPS 0463 | D 825 | rR:μσmM 0.92 0.03 0.81 0.99 | F:μσmM 13.2 5.1 2.0 31.0 | H 1.239 | V 0.854 | pL -0.016 | vL 0.002 | ∇ 0.061
U 88 | F 360448 | FPS 0462 | D 833 | rR:μσmM 0.92 0.03 0.81 0.98 | F:μσmM 12.8 4.6 3.0 31.0 | H 1.225 | V 0.849 | pL -0.007 | vL 0.002 | ∇ 0.074
U 89 | F 364544 | FPS 0463 | D 842 | rR:μσmM 0.91 0.03 0.77 0.99 | F:μσmM 14.3 5.2 2.0 37.0 | H 1.330 | V 0.844 | pL 0.003 | vL 0.002 | ∇ 0.031
U 90 | F 368640 | FPS 0458 | D 851 | rR:μσmM 0.91 0.04 0.81 0.99 | F:μσmM 14.4 5.7 2.0 30.0 | H 1.333 | V 0.826 | pL 0.000 | vL 0.002 | ∇ 0.038
Status saved
U 91 | F 372736 | FPS 0462 | D 860 | rR:μσmM 0.91 0.03 0.81 0.98 | F:μσmM 14.3 5.6 4.0 31.0 | H 1.320 | V 0.831 | pL -0.003 | vL 0.003 | ∇ 0.077
U 92 | F 376832 | FPS 0461 | D 869 | rR:μσmM 0.92 0.03 0.79 0.98 | F:μσmM 13.5 5.2 3.0 34.0 | H 1.195 | V 0.839 | pL -0.007 | vL 0.002 | ∇ 0.031
U 93 | F 380928 | FPS 0462 | D 878 | rR:μσmM 0.91 0.03 0.76 0.99 | F:μσmM 14.1 5.6 2.0 38.0 | H 1.305 | V 0.844 | pL 0.013 | vL 0.002 | ∇ 0.026
U 94 | F 385024 | FPS 0461 | D 887 | rR:μσmM 0.91 0.04 0.76 0.98 | F:μσmM 13.8 5.8 3.0 39.0 | H 1.277 | V 0.837 | pL 0.000 | vL 0.002 | ∇ 0.064
U 95 | F 389120 | FPS 0460 | D 896 | rR:μσmM 0.92 0.03 0.77 0.98 | F:μσmM 13.1 5.0 3.0 37.0 | H 1.265 | V 0.839 | pL 0.003 | vL 0.003 | ∇ 0.082
U 96 | F 393216 | FPS 0462 | D 905 | rR:μσmM 0.89 0.05 0.73 0.99 | F:μσmM 17.0 7.8 2.0 44.0 | H 1.353 | V 0.795 | pL 0.038 | vL 0.004 | ∇ 0.092
U 97 | F 397312 | FPS 0457 | D 914 | rR:μσmM 0.91 0.04 0.74 0.98 | F:μσmM 13.9 5.9 3.0 42.0 | H 1.253 | V 0.833 | pL -0.019 | vL 0.002 | ∇ 0.044
U 98 | F 401408 | FPS 0461 | D 922 | rR:μσmM 0.91 0.04 0.70 0.98 | F:μσmM 14.6 6.3 3.0 48.0 | H 1.322 | V 0.822 | pL 0.005 | vL 0.002 | ∇ 0.046
U 99 | F 405504 | FPS 0463 | D 931 | rR:μσmM 0.91 0.04 0.78 0.99 | F:μσmM 14.7 5.7 2.0 35.0 | H 1.290 | V 0.826 | pL 0.006 | vL 0.002 | ∇ 0.039
U 100 | F 409600 | FPS 0463 | D 940 | rR:μσmM 0.91 0.03 0.75 0.98 | F:μσmM 13.8 5.5 3.0 40.0 | H 1.276 | V 0.836 | pL -0.009 | vL 0.002 | ∇ 0.052
Status saved
U 101 | F 413696 | FPS 0462 | D 949 | rR:μσmM 0.91 0.04 0.73 0.99 | F:μσmM 14.2 5.8 2.0 43.0 | H 1.288 | V 0.832 | pL -0.002 | vL 0.002 | ∇ 0.061
U 102 | F 417792 | FPS 0462 | D 958 | rR:μσmM 0.90 0.04 0.78 0.99 | F:μσmM 15.4 6.5 2.0 35.0 | H 1.436 | V 0.822 | pL 0.019 | vL 0.002 | ∇ 0.022
